Term,Section Name,Requisites,Description,Available Seats,Enrolled,Capacity,Waitlisted,Instructor Method,Modality 1 Schedule,Modality 1 Instructor,Modality 1 Times,Modality 1 Location,Modality 1 Days,Modality 2 Times,Modality 2 Days,Modality 2 Instructor,Modality 2 Location
Spring 2025,KIN-61B-01,None,Int. Swim Fitness,50,25,75,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,Staff, - ,None,,None,None,None,None,None
Spring 2025,KIN-61C-01,None,Adv. Swim Fitness,50,25,75,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,Staff, - ,None,,None,None,None,None,None
Spring 2025,KIN-65A-01,None,Masters Swimming I,66,9,75,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,Joshua P. Thomas, - ,None,,None,None,None,None,None
Spring 2025,KIN-65B-01,None,Masters Swimming II,66,9,75,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,Joshua P. Thomas, - ,None,,None,None,None,None,None
Spring 2025,KIN-65C-01,None,Masters Swimming III,66,9,75,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,Joshua P. Thomas, - ,None,,None,None,None,None,None
Spring 2025,KIN-8A-01,None,Begin Weight Loss,15,15,30,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Gary P. Marcoccia,10:30 AM - 11:20 AM,None,F,11:30 AM - 1:35 PM,F,None,None,None
Spring 2025,KIN-8B-01,None,Interm Weight Loss,15,15,30,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Gary P. Marcoccia,10:30 AM - 11:20 AM,None,F,11:30 AM - 1:35 PM,F,None,None,None
Spring 2025,LIBR-10-CRQ01,None,Information Research,6,28,34,0,No Required Times Online Lab,2/3/2025 - 5/31/2025,Matthew W. Sargent, - ,None,,None,None,None,None,None
Spring 2025,LS-254-LS01,None,Diagnostic Assessment,75,0,75,0,Required Times on Campus Lab,4/7/2025 - 5/31/2025,Luz A. Barrientos, - ,None,,None,None,None,None,None
Spring 2025,MA-100-AMAP,None,MA Essentials,4,26,30,0,"Required Times on Campus Lect, Online Asynchronous Lect",2/3/2025 - 5/31/2025,Ashlyn M. James,1:00 PM - 3:05 PM,None,M, - ,,Laurie J. Colombani,None,Laurie J. Colombani
Spring 2025,MA-101-01,None,MA Externship,10,0,10,0, Arranged On Campus Lab,2/3/2025 - 5/31/2025,Ashlyn M. James, - ,None,,None,None,None,None,None
Spring 2025,MA-102-01,None,Phleb Externship,20,0,20,0, Arranged On Campus Lab,2/3/2025 - 5/31/2025,Kelly P. Strickling, - ,None,,None,None,None,None,None
Spring 2025,MA-115-AMAP,None,Administrative MA,30,0,30,0,"Required Times on Campus Lect, Online Asynchronous Lect",2/3/2025 - 5/31/2025,Ashlyn M. James,9:00 AM - 11:05 AM,None,Th, - ,,Jonathan A. Sandoval,None,Jonathan A. Sandoval
Spring 2025,MA-125-AMAP,None,Clinical MA I,4,26,30,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Laurie J. Colombani,1:00 PM - 4:05 PM,None,T,9:00 AM - 12:05 PM,W,Jonathan A. Sandoval,None,Jonathan A. Sandoval
Spring 2025,MA-130A-02,None,Phlebotomy,0,11,20,26,Required Times on Campus Lect,2/4/2025 - 3/25/2025,Kelly P. Strickling,5:00 PM - 8:10 PM,None,T,None,None,None,None,None
Spring 2025,MA-130AL-02,None,Phlebotomy Lab,0,11,20,0,Required Times on Campus Lab,2/5/2025 - 3/26/2025,Kelly P. Strickling,5:00 PM - 9:30 PM,None,W,5:00 PM - 9:30 PM,W,None,None,None
Spring 2025,MA-130B-LS02,None,Phlebotomy-Advanced,4,0,20,0,Required Times on Campus Lect,4/8/2025 - 5/13/2025,Kelly P. Strickling,5:00 PM - 8:35 PM,None,T,5:00 PM - 8:35 PM,T,None,None,None
Spring 2025,MA-135-AMAP,None,Clinical MA II,30,0,30,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Laurie J. Colombani,9:00 AM - 11:05 AM,None,M,10:15 AM - 12:20 PM,T,Ashlyn M. James,None,Ashlyn M. James
Spring 2025,MA-170-AMAP,None,Med Term/Human Body,2,28,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Laurie J. Colombani,1:00 PM - 3:05 PM,None,W, - ,,Ashlyn M. James,None,Ashlyn M. James
Spring 2025,MA-173A-AMAP,None,Med Law & Ethics,1,29,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Jonathan A. Sandoval,9:00 AM - 11:05 AM,None,T,None,None,None,None,None
Spring 2025,MA-184-AMAP,None,Health Care Comm.,0,30,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Ashlyn M. James,10:00 AM - 12:05 PM,None,M,None,None,None,None,None
Spring 2025,MA-70-01,None,Medical Terminology,0,40,40,16,No Required Times Online Lect,2/3/2025 - 5/31/2025,Laurie J. Colombani, - ,None,,None,None,None,None,None
Spring 2025,MATH-1-CRQ01,None,College Algebra,0,30,30,1,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Alfonso Lobato,9:30 AM - 10:45 AM,None,M/T/Th,None,None,None,None,None
Spring 2025,MATH-10-CRQ01,None,Explorations in Mathematics,0,30,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Stephanie M. Tran,12:40 PM - 2:00 PM,None,M/W,None,None,None,None,None
Spring 2025,MATH-101S-CRQ01,None,Support for College Algebra,5,30,35,0,"Required Times on Campus Lab, Online Asynchronous Lab",2/3/2025 - 5/31/2025,Alfonso Lobato,9:30 AM - 10:55 AM,None,W, - ,,None,None,None
Spring 2025,MATH-104-PREP,None,Math Success Strategies,10,20,30,0,"Required Times on Campus Lab, Lab/Activity (M)",1/10/2025 - 1/24/2025,Emilyn R. Green,8:30 AM - 12:45 PM,None,M/T/W/Th/F,11:30 AM - 1:40 PM,F,None,None,None
Spring 2025,MATH-104S-CRQ01,None,Support for Precalculus,5,22,40,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Laurie Ann D Shipley,9:30 AM - 11:55 AM,None,W,None,None,None,None,None
Spring 2025,MATH-105AS-CRQ01,None,Support for Calculus I,5,30,35,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Mark A. Desmet,11:10 AM - 1:15 PM,None,T,11:10 AM - 1:15 PM,Th,None,None,None
Spring 2025,MATH-105BS-CRQ01,None,Support for Calculus II,12,23,35,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Stephanie M. Tran,8:15 AM - 10:20 AM,None,T,8:15 AM - 10:20 AM,Th,None,None,None
Spring 2025,MATH-110S-CRQ01,None,Support for Exp in Math,5,30,35,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Stephanie M. Tran,2:10 PM - 3:00 PM,None,M,2:10 PM - 3:15 PM,W,None,None,None
Spring 2025,MATH-112S-CRQ01,None,Support for Statistics,15,20,35,0,"Required Times on Campus Lab, Online Asynchronous Lab",2/3/2025 - 5/31/2025,Gabriela Huezo,12:40 PM - 2:05 PM,None,W, - ,,None,None,None
Spring 2025,MATH-118S-CRQ01,None,Support for Business Calc,5,30,35,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Eric D. Miles,12:40 PM - 3:05 PM,None,T,None,None,None,None,None
Spring 2025,MATH-12-CRQ01,None,Elementary Statistics,10,20,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Gabriela Huezo,12:40 PM - 2:10 PM,None,M/T/Th,None,None,None,None,None
Spring 2025,MATH-15-01,None,Number Systems,15,21,36,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Alfonso Lobato,2:30 PM - 4:35 PM,None,M,2:30 PM - 3:20 PM,W,None,None,None
Spring 2025,MATH-18-ABP,None,Business Calculus,10,26,36,0,"Required Times on Campus Lect, Online Asynchronous Lect",2/3/2025 - 3/29/2025,Alfonso Lobato,6:00 PM - 9:05 PM,None,T,6:00 PM - 7:20 PM,Th,None,None,None
Spring 2025,MATH-23-01,None,Discrete Mathematics,5,33,45,0,"Required Times on Campus Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Stephen J. Hodges,3:30 PM - 4:50 PM,None,M/W, - ,,None,None,None
Spring 2025,MATH-300PLUS-ABP,None,MathPLUS: Study Skills,16,8,40,0,No Required Times Online Lect,1/13/2025 - 1/25/2025,Alfonso Lobato, - ,None,,None,None,None,None,None
Spring 2025,MATH-301PLUS-ABP,None,"Prep for Alg, Finite, Bus Calc",11,8,30,0,"Required Times on Campus Lab, Online Asynchronous Lab",1/13/2025 - 1/25/2025,Alfonso Lobato,6:00 PM - 9:05 PM,None,T/Th, - ,,None,None,None
Spring 2025,MATH-304PLUS-PLUS4,None,Prep for Precalc and Calc,30,6,36,0,Required Times on Campus Lab,1/21/2025 - 1/24/2025,Sara K. Decelle,9:30 AM - 1:55 PM,None,T/W/Th/F,None,None,None,None,None
Spring 2025,MATH-312PLUS-PLUS1,None,Prep for Stats,17,19,36,0,Required Times on Campus Lab,1/21/2025 - 1/24/2025,Kevin L. McCandless,9:30 AM - 1:55 PM,None,T/W/Th/F,None,None,None,None,None
Spring 2025,MATH-4-CRQ01,None,Precal Algebra/Trig,0,22,30,10,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Laurie Ann D Shipley,9:30 AM - 11:55 AM,None,M/T,None,None,None,None,None
Spring 2025,MATH-502-01,None,Tutoring in Math,2491,9,2500,0,Hybrid Flexible Lab,2/3/2025 - 5/31/2025,Nathaniel R. Kotila, - ,None,,None,None,None,None,None
Spring 2025,MATH-5A-CRQ01,None,Anl Geom and Calc I,0,30,30,4,"Required Times on Campus Lect, Online Asynchronous Lect",2/3/2025 - 5/31/2025,Mark A. Desmet,11:10 AM - 1:15 PM,None,M,11:10 AM - 1:00 PM,W,None,None,None
Spring 2025,MATH-5B-CRQ01,None,Calc II,7,23,30,0,"Required Times on Campus Lect, Online Asynchronous Lect, Lecture (M)",2/3/2025 - 5/31/2025,Stephanie M. Tran,8:15 AM - 10:20 AM,None,M,8:15 AM - 10:05 AM,W,None,None,None
Spring 2025,MATH-5C-SEC01,None,Calc III,12,24,36,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Bradley J. Krein,8:00 AM - 9:05 AM,None,M/T/W/Th,None,None,None,None,None
Spring 2025,MATH-6-SEC01,None,Intro Linear Algebr,25,11,36,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Eric D. Miles,8:00 AM - 9:20 AM,None,T/Th,None,None,None,None,None
Spring 2025,MATH-7-SEC01,None,Intro Difftl Equat,0,36,36,6,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Helene M. Payne,8:00 AM - 9:20 AM,None,M/W,None,None,None,None,None
Spring 2025,MUS-1-01,None,Music Theory I,10,21,31,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Naoki Taniguchi,9:00 AM - 9:50 AM,None,M/W,9:05 AM - 10:10 AM,F,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-10-LS03,None,Music Appreciation,0,54,54,8,"No Required Times Online Lect, To Be Arranged Online Lab",3/3/2025 - 5/31/2025,Susan Bruckner, - ,None,, - ,,None,None,None
Spring 2025,MUS-11A-01,None,Jazz Appreciation,0,54,54,4,"No Required Times Online Lect, No Required Times Online Lab",2/3/2025 - 3/29/2025,Kiefer L. Taylor, - ,None,, - ,,None,None,None
Spring 2025,MUS-12-01,None,World Music,17,37,54,0,"No Required Times Online Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Stephanie L. Gelman, - ,None,, - ,,None,None,None
Spring 2025,MUS-13A-01,None,American Pop Music,0,54,54,7,"No Required Times Online Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,David G. Chong, - ,None,, - ,,None,None,None
Spring 2025,MUS-150-01,None,Music Laboratory,48,2,50,0, Arranged On Campus Lab,2/3/2025 - 5/31/2025,Susan K. Parrish, - ,None,,None,None,None,None,None
Spring 2025,MUS-16-01,None,Applied Music,6,22,28,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Susan Bruckner,2:30 PM - 3:20 PM,None,T, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-17A-01,None,Beginning Voice,0,31,31,10,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Jordan E. Best,6:30 PM - 7:00 PM,None,M,7:00 PM - 8:20 PM,M,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-17LD-01,None,Lyric Diction,16,15,31,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Cheryl M Anderson,2:10 PM - 2:40 PM,None,F,2:40 PM - 4:00 PM,F,Sherilyn K. Hammerstrom,None,Sherilyn K. Hammerstrom
Spring 2025,MUS-1M-01,None,Musicianship I,2,29,31,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Sherilyn K. Hammerstrom,10:00 AM - 10:50 AM,None,M/W,10:20 AM - 11:25 AM,F,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-2-01,None,Music Theory II,13,18,31,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Jeffrey E. De Seriere,9:00 AM - 9:50 AM,None,M/W,8:50 AM - 9:55 AM,F,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-23-01,None,Advanced Piano,9,15,24,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Susan Bruckner,6:30 PM - 9:35 PM,None,Th, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-23LIT-01,None,Keyboard Pedagogy,9,15,24,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Susan Bruckner,6:30 PM - 9:35 PM,None,Th, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-24A-01,None,Beg Jazz Improv.,15,16,31,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Steven R. Wilson,12:40 PM - 1:10 PM,None,T,1:10 PM - 2:00 PM,T,None,None,None
Spring 2025,MUS-28-01,None,Popular Songwriting,0,31,31,3,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Steven R. Wilson,7:00 PM - 7:50 PM,None,T,8:00 PM - 10:05 PM,T,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-2M-01,None,Musicianship II,13,18,31,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Cheryl M Anderson,10:00 AM - 10:50 AM,None,M/W,10:05 AM - 11:10 AM,F,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-31A-01,None,Recording I,3,22,25,0,"Required Zoom Meetings Lecture, No Required Times Online Lab",4/8/2025 - 5/29/2025,Matt Blostein,3:30 PM - 4:55 PM,None,T/Th, - ,,None,None,None
Spring 2025,MUS-31SP-01,None,Recording III,10,20,30,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 3/26/2025,Matt Blostein,3:30 PM - 5:00 PM,None,M/W,5:10 PM - 6:15 PM,M/W,None,None,None
Spring 2025,MUS-31V-LS01,None,Audio/Music for Visual Media,0,25,25,7,"Required Times on Campus Lect, Required Times on Campus Lab",4/7/2025 - 5/28/2025,Matt Blostein,3:30 PM - 5:00 PM,None,M/W,5:10 PM - 6:15 PM,M/W,None,None,None
Spring 2025,MUS-33A-01,None,Classical Guitar I,17,14,31,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Bradly S. Pupa,5:30 PM - 6:00 PM,None,W,6:00 PM - 7:20 PM,W,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-36-01,None,Chorale,0,50,50,4,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Cheryl M Anderson,12:40 PM - 1:55 PM,None,M/W,12:40 PM - 1:45 PM,F,None,None,None
Spring 2025,MUS-38-01,None,Jazz Singers,34,16,50,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Mark E. Bidelman,3:30 PM - 5:35 PM,None,M/W,None,None,None,None,None
Spring 2025,MUS-39-01,None,West Folk Gospel Choir,27,28,100,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Jussi T. Doherty,6:30 PM - 10:35 PM,None,M,None,None,None,None,None
Spring 2025,MUS-4-01,None,Music Theory IV,16,15,31,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Naoki Taniguchi,10:00 AM - 10:50 AM,None,M,10:00 AM - 11:05 AM,W,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-40-01,None,Chamber Music Ensem,7,24,31,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Susan Bruckner,2:10 PM - 4:15 PM,None,M/W,None,None,None,None,None
Spring 2025,MUS-431A-01,None,Recording I,0,22,25,1,"Required Zoom Meetings Lecture, No Required Times Online Lab",4/8/2025 - 5/29/2025,Matt Blostein,3:30 PM - 4:55 PM,None,T/Th, - ,,None,None,None
Spring 2025,MUS-456M-01,None,Mariachi Banda,27,13,40,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Rodolfo Vega,5:15 PM - 9:20 PM,None,M,None,None,None,None,None
Spring 2025,MUS-457A-01,None,Music Production I,0,25,25,5,"Required Times on Campus Lect, Required Times on Campus Lab",2/4/2025 - 3/27/2025,Matt Blostein,9:30 AM - 10:55 AM,None,T/Th,11:05 AM - 12:10 PM,T/Th,None,None,None
Spring 2025,MUS-457B-LS01,None,Music Production II,0,25,25,0,"Required Times on Campus Lect, Required Times on Campus Lab",4/8/2025 - 5/29/2025,Matt Blostein,9:30 AM - 10:55 AM,None,T/Th,11:05 AM - 12:10 PM,T/Th,None,None,None
Spring 2025,MUS-46-01,None,Jazz Ensemble,6,25,31,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Kelly N. Corbin,5:30 PM - 9:35 PM,None,Th,None,None,None,None,None
Spring 2025,MUS-47-01,None,Guitar Ensemble,8,23,31,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Bradly S. Pupa,7:35 PM - 9:40 PM,None,W, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-479-01,None,Creative Careers,14,16,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Leslie Murray,6:00 PM - 9:05 PM,None,M, - ,,Gabriel J. Medina,None,Gabriel J. Medina
Spring 2025,MUS-49-01,None,Symphonic Winds,34,26,60,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Jeffrey E. De Seriere,5:30 PM - 9:35 PM,None,T,None,None,None,None,None
Spring 2025,MUS-4M-01,None,Musicianship IV,16,15,31,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Naoki Taniguchi,11:10 AM - 12:00 PM,None,M,11:15 AM - 12:20 PM,W,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-50-01,None,Jazz Workshop,29,11,40,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Steven R. Wilson,2:20 PM - 4:25 PM,None,Th, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-50LJ-01,None,Latin Jazz Ensemble,24,16,40,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,David G. Chong,7:00 PM - 9:05 PM,None,M, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-51A-01,None,Class Piano I,0,24,24,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Kiefer L. Taylor,12:40 PM - 2:00 PM,None,M/W, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-51B-01,None,Class Piano II,0,24,24,3,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Susan Bruckner,9:30 AM - 10:50 AM,None,T/Th, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-51C-01,None,Piano III,0,24,24,2,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Susan Bruckner,9:30 AM - 10:50 AM,None,T/Th, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-51D-01,None,Piano IV,0,24,24,2,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Susan Bruckner,9:30 AM - 10:50 AM,None,T/Th, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-536-01,None,Chorale for Older Adults,0,50,50,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Cheryl M Anderson,12:40 PM - 1:55 PM,None,M/W,12:40 PM - 1:45 PM,F,None,None,None
Spring 2025,MUS-538-01,None,Vocal Jazz Older Adults,34,16,50,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Mark E. Bidelman,3:30 PM - 5:35 PM,None,M/W,None,None,None,None,None
Spring 2025,MUS-539-01,None,West Folk Older Adults,45,28,100,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Jussi T. Doherty,6:30 PM - 10:35 PM,None,M,None,None,None,None,None
Spring 2025,MUS-540-01,None,Chamb Mus Older Adults,7,24,31,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Susan Bruckner,2:10 PM - 4:15 PM,None,M/W,None,None,None,None,None
Spring 2025,MUS-546-01,None,Jazz Ensemble Older Adults,6,25,31,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Kelly N. Corbin,5:30 PM - 9:35 PM,None,Th,None,None,None,None,None
Spring 2025,MUS-547-01,None,Guitar Ensemble Older Adults,8,23,31,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Bradly S. Pupa,7:35 PM - 9:40 PM,None,W, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-549-01,None,Col Symph Winds Older Adults,34,26,60,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Jeffrey E. De Seriere,5:30 PM - 9:35 PM,None,T,None,None,None,None,None
Spring 2025,MUS-550-01,None,Jazz Rep-Oldr Adult,29,11,40,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Steven R. Wilson,2:20 PM - 4:25 PM,None,Th, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-558-01,None,Symph Orch Adult,12,28,40,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Jeffrey E. De Seriere,6:30 PM - 9:35 PM,None,W,None,None,None,None,None
Spring 2025,MUS-561-01,None,Cab Symph Chor Old Adults,52,68,120,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Cheryl M Anderson,6:00 PM - 10:05 PM,None,T,None,None,None,None,None
Spring 2025,MUS-564-01,None,Cantiamo-Oldr Adult,90,30,120,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Cheryl M Anderson,4:00 PM - 8:05 PM,None,Th,None,None,None,None,None
Spring 2025,MUS-568-01,None,Piano Ensemble Older Adults,7,24,31,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Susan Bruckner,2:10 PM - 4:15 PM,None,M/W,None,None,None,None,None
Spring 2025,MUS-56M-01,None,Mariachi Banda,27,13,40,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Rodolfo Vega,5:15 PM - 9:20 PM,None,M,None,None,None,None,None
Spring 2025,MUS-57A-01,None,Music Production I,0,25,25,5,"Required Times on Campus Lect, Required Times on Campus Lab",2/4/2025 - 3/27/2025,Matt Blostein,9:30 AM - 10:55 AM,None,T/Th,11:05 AM - 12:10 PM,T/Th,None,None,None
Spring 2025,MUS-57B-LS01,None,Music Production II,0,25,25,6,"Required Times on Campus Lect, Required Times on Campus Lab",4/8/2025 - 5/29/2025,Matt Blostein,9:30 AM - 10:55 AM,None,T/Th,11:05 AM - 12:10 PM,T/Th,None,None,None
Spring 2025,MUS-58-01,None,Symphonic Orchestra,12,28,40,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Jeffrey E. De Seriere,6:30 PM - 9:35 PM,None,W,None,None,None,None,None
Spring 2025,MUS-6-01,None,Music Fundamentals,0,31,31,6,"No Required Times Online Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Susan K. Parrish, - ,None,, - ,,None,None,None
Spring 2025,MUS-61-01,None,Symphonic Chorus,52,68,120,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Cheryl M Anderson,6:00 PM - 10:05 PM,None,T,None,None,None,None,None
Spring 2025,MUS-64-01,None,Cantiamo Cabrillo,90,30,120,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Cheryl M Anderson,4:00 PM - 8:05 PM,None,Th,None,None,None,None,None
Spring 2025,MUS-68-01,None,Piano Ensemble,7,24,31,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Susan Bruckner,2:10 PM - 4:15 PM,None,M/W,None,None,None,None,None
Spring 2025,MUS-68CP-01,None,The Collaborative Pianist,7,24,31,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Susan Bruckner,2:10 PM - 4:15 PM,None,M/W,None,None,None,None,None
Spring 2025,MUS-7-01,None,Music Synthesis,0,30,30,3,Required Times on Campus Lect,2/3/2025 - 5/31/2025,James D. Stewart,6:30 PM - 9:35 PM,None,Th, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,MUS-77-01,None,Correlation of the Arts,9,26,35,0,"No Required Times Online Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Stephanie L. Gelman, - ,None,, - ,,None,None,None
Spring 2025,MUS-79-01,None,Creative Careers,14,16,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Leslie Murray,6:00 PM - 9:05 PM,None,M, - ,,Gabriel J. Medina,None,Gabriel J. Medina
Spring 2025,N-109A-01,None,Practice Lab I,13,19,32,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,Teresa L. Kidwiler, - ,None,,None,None,None,None,None
Spring 2025,N-109B-01,None,Practice Lab II,8,24,32,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,Teresa L. Kidwiler, - ,None,,None,None,None,None,None
Spring 2025,N-109C-01,None,Practice Lab III,13,11,24,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,Teresa L. Kidwiler, - ,None,,None,None,None,None,None
Spring 2025,N-109D-01,None,Practice Lab IV,16,8,24,0,Open Entry on Campus Lab,2/3/2025 - 5/31/2025,Teresa L. Kidwiler, - ,None,,None,None,None,None,None
Spring 2025,N-12-01,None,Nrs Fundmntls I,3,29,32,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Kelli L. Duarte,8:00 AM - 10:05 AM,None,T,8:00 AM - 10:10 AM,F,Megan B. Alisago,None,Megan B. Alisago
Spring 2025,N-16-01,None,Skills Lab 1,0,16,16,2,"Required Times on Campus Lect, Required Times on Campus Lab, Lab/Activity (O)",2/3/2025 - 5/31/2025,Megan B. Alisago,10:30 AM - 11:20 AM,None,T,12:30 PM - 2:35 PM,T,None,None,None
Spring 2025,N-17-LS01,None,Pharmacology A,3,29,32,0,No Required Times Online Lect,2/18/2025 - 4/19/2025,Teresa L. Kidwiler, - ,None,,None,None,None,None,None
Spring 2025,N-22-01,None,Nrs Fundmntls II,2,30,32,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Barbara D. Johnson,8:00 AM - 10:05 AM,None,M,8:00 AM - 10:50 AM,T,Dorothy C. Nunn,None,Dorothy C. Nunn
Spring 2025,N-26-01,None,Skills Lab 2,1,15,16,0,"Required Times on Campus Lect, Required Times on Campus Lab, Lab/Activity (O)",2/3/2025 - 5/31/2025,Dorothy C. Nunn,10:30 AM - 11:20 AM,None,M,12:30 PM - 2:35 PM,M,None,None,None
Spring 2025,N-27-01,None,Pharmacology B,3,29,32,1,No Required Times Online Lect,2/3/2025 - 3/29/2025,Teresa L. Kidwiler, - ,None,,None,None,None,None,None
